,index,YEAR,WEEK,Total Cases,index,influenza st,Influenza dis,Common Cold dis,flu st,flu symptoms st,Influenza Vaccine vacc,prevent flu st,Hand sanitizer topic,Oseltamivir med,Oseltamivir st,tamiflu st,pneumonia st,Fever medcond,tylenol st,chills st,Nasal Congestion syndrome,Cough topic,Cold medicine topic,Antibiotics drugtype,Antimicrobial resistance topic,Ibuprofen med,immunity st,Immunity topic,Swine influenza topic,flu medicine st
653,656,2017.0,41.0,346.0,653,3.8571428571428568,10.974025974025974,102.6,2.142857142857143,1.6363636363636365,20.266666666666666,5.25,24.8625,1.0,2.2857142857142856,0.9047619047619048,73.10960960960962,94.53408029878621,51.66666666666666,158.90285714285716,148.2995951417004,128.76031215161652,118.0030959752322,127.66608695652174,9.947368421052632,180.9472468232576,69.31034482758622,66.3375,0.061224489795918366,9.157894736842106
654,657,2017.0,42.0,388.0,654,4.821428571428571,13.50649350649351,102.6,2.6373626373626373,1.9090909090909087,26.66666666666667,4.5,24.8625,1.0,2.666666666666667,0.9047619047619048,78.15165165165166,98.64425770308122,51.66666666666666,176.96,137.51417004048582,134.74916387959863,115.1934984520124,131.11652173913046,11.36842105263158,180.9472468232576,75.61128526645768,69.49642857142857,0.08163265306122447,10.5668016194332
655,658,2017.0,43.0,475.0,655,4.178571428571429,15.194805194805195,97.2,2.9670329670329667,1.9090909090909087,31.46666666666667,4.5,22.95,1.0,1.5238095238095235,1.8095238095238089,78.15165165165166,94.53408029878621,50.63333333333333,166.12571428571428,132.1214574898785,131.75473801560756,109.57430340557276,129.3913043478261,12.789473684210524,175.46399691952251,72.46081504702194,67.91696428571429,0.040816326530612235,12.680161943319838
656,659,2017.0,44.0,722.0,656,3.8571428571428568,15.194805194805195,97.2,2.9670329670329667,1.9090909090909087,30.4,4.5,24.8625,1.0,2.2857142857142856,1.8095238095238089,80.67267267267269,98.64425770308122,50.63333333333333,166.12571428571428,124.03238866396762,137.74358974358975,115.1934984520124,131.11652173913046,11.842105263157894,175.46399691952251,78.76175548589345,71.07589285714286,0.051020408163265314,11.271255060728743
657,660,2017.0,45.0,929.0,657,4.5,15.194805194805195,105.3,2.9670329670329667,2.1818181818181817,29.33333333333333,6.0,22.95,1.0,3.0476190476190474,1.8095238095238089,83.1936936936937,100.69934640522877,50.63333333333333,176.96,132.1214574898785,143.73244147157192,129.24148606811147,132.84173913043477,12.789473684210524,175.46399691952251,78.76175548589345,72.65535714285714,0.051020408163265314,10.5668016194332
658,661,2017.0,46.0,1261.0,658,4.5,14.35064935064935,110.7,2.9670329670329667,2.4545454545454546,26.66666666666667,5.25,22.95,1.0,3.0476190476190474,1.8095238095238089,85.7147147147147,102.7544351073763,51.66666666666666,162.51428571428568,134.81781376518222,149.7212931995541,132.05108359133126,131.11652173913046,12.31578947368421,175.46399691952251,81.91222570532916,78.97321428571429,0.051020408163265314,14.08906882591093
659,662,2017.0,47.0,1689.0,659,4.178571428571429,13.50649350649351,116.1,2.6373626373626373,2.4545454545454546,22.93333333333333,5.25,22.95,1.5,3.0476190476190474,2.714285714285714,88.23573573573574,100.69934640522877,49.60000000000001,166.12571428571428,140.21052631578948,158.70457079152732,140.4798761609907,129.3913043478261,15.157894736842106,172.722371967655,81.91222570532916,75.81428571428572,0.040816326530612235,14.79352226720648
660,663,2017.0,48.0,1988.0,660,4.5,12.662337662337661,126.9,2.6373626373626373,2.4545454545454546,20.266666666666666,5.25,21.0375,2.0,4.190476190476192,2.714285714285714,95.79879879879879,104.8095238095238,53.73333333333333,191.40571428571425,140.21052631578948,170.68227424749162,154.52786377708978,139.7426086956522,13.73684210526316,180.9472468232576,85.06269592476491,78.97321428571429,0.040816326530612235,15.497975708502025
661,664,2017.0,49.0,3306.0,661,4.821428571428571,12.662337662337661,135.0,2.6373626373626373,3.0,17.066666666666666,5.25,24.8625,2.5,3.8095238095238098,2.714285714285714,100.84084084084084,115.08496732026144,56.83333333333334,198.62857142857143,156.38866396761136,188.64882943143814,168.57585139318888,139.7426086956522,15.63157894736842,194.65537158259534,85.06269592476491,78.97321428571429,0.051020408163265314,15.497975708502025
662,665,2017.0,50.0,5404.0,662,3.5357142857142856,10.974025974025974,132.3,2.3076923076923075,2.727272727272727,11.733333333333334,6.0,21.0375,2.0,3.8095238095238098,3.619047619047618,90.75675675675676,110.97478991596638,57.86666666666667,202.24,172.56680161943316,185.65440356744702,177.00464396284832,127.66608695652174,8.052631578947368,194.65537158259534,63.009404388714714,63.17857142857143,0.030612244897959183,14.79352226720648
663,666,2017.0,51.0,10935.0,663,5.4642857142857135,12.662337662337661,145.8,2.6373626373626373,3.5454545454545454,13.333333333333336,6.75,24.8625,2.5,5.7142857142857135,3.619047619047618,108.40390390390392,115.08496732026144,55.8,205.85142857142856,175.26315789473685,194.63768115942028,177.00464396284832,138.01739130434785,15.63157894736842,197.3969965344629,81.91222570532916,77.39375,0.051020408163265314,16.906882591093115
664,667,2017.0,52.0,14094.0,664,6.428571428571429,15.194805194805195,151.2,3.131868131868132,3.8181818181818175,16.0,11.25,26.775,3.5,6.095238095238094,5.428571428571428,108.40390390390392,113.02987861811391,55.8,198.62857142857143,167.17408906882588,191.64325529542919,168.57585139318888,138.01739130434785,14.21052631578947,186.4304967269927,91.36363636363636,82.13214285714284,0.051020408163265314,16.202429149797574
665,668,2018.0,1.0,15553.0,665,7.392857142857142,16.883116883116884,167.4,3.4615384615384612,4.909090909090909,11.733333333333334,12.0,28.6875,5.5,6.857142857142858,9.047619047619047,113.44594594594595,125.36041083099907,56.83333333333334,216.68571428571425,177.9595141700405,203.62095875139354,188.24303405572758,139.7426086956522,10.894736842105265,191.91374663072776,91.36363636363636,85.29107142857143,0.061224489795918366,22.542510121457486
666,669,2018.0,2.0,18395.0,666,10.928571428571427,23.63636363636364,183.6,4.78021978021978,7.363636363636362,10.666666666666666,18.75,28.6875,13.0,14.476190476190474,21.71428571428571,123.53003003003005,160.296918767507,65.10000000000001,263.6342857142857,215.70850202429162,242.54849498327758,224.7678018575851,138.01739130434785,6.63157894736842,205.62187139006542,72.46081504702194,67.91696428571429,0.07142857142857142,39.44939271255061
667,670,2018.0,3.0,18687.0,667,14.464285714285715,31.233766233766232,245.7,6.263736263736264,10.090909090909092,10.666666666666666,24.75,22.95,16.5,20.190476190476197,27.142857142857146,143.69819819819818,180.84780578898227,75.43333333333334,314.1942857142857,269.63562753036445,287.46488294314383,269.72136222910217,144.91826086956522,3.789473684210527,235.77974586060841,50.407523510971785,63.17857142857143,0.07142857142857142,51.4251012145749
668,671,2018.0,4.0,21984.0,668,18.0,36.298701298701296,270.0,7.087912087912088,11.181818181818182,12.266666666666666,24.0,22.95,19.0,20.952380952380953,31.66666666666667,173.95045045045043,172.62745098039215,68.2,299.74857142857144,258.8502024291498,278.4816053511706,264.1021671826625,144.91826086956522,6.157894736842105,235.77974586060841,63.009404388714714,75.81428571428572,0.08163265306122447,53.53846153846154
669,672,2018.0,5.0,22108.0,669,22.5,54.87012987012986,243.0,10.714285714285714,16.363636363636363,21.866666666666664,45.75,32.5125,27.0,28.190476190476193,45.23809523809525,153.78228228228232,172.62745098039215,66.13333333333333,278.08000000000004,213.01214574898788,248.5373467112597,210.7198142414861,150.09391304347827,9.473684210526317,244.004620716211,75.61128526645768,85.29107142857143,0.12244897959183673,59.17408906882592
670,673,2018.0,6.0,21974.0,670,25.714285714285715,69.22077922077922,264.6,13.351648351648352,22.09090909090909,26.66666666666667,62.25,30.6,32.0,29.333333333333336,52.47619047619048,151.26126126126124,172.62745098039215,66.13333333333333,285.3028571428572,196.834008097166,233.5652173913044,196.67182662538696,144.91826086956522,9.947368421052632,230.29649595687331,129.1692789968652,99.50625,0.12244897959183673,70.44534412955464
671,674,2018.0,7.0,19581.0,671,29.25,79.35064935064936,261.9,15.494505494505495,25.63636363636364,30.4,73.5,34.425000000000004,39.5,36.57142857142857,69.66666666666667,156.30330330330332,189.06816059757242,65.10000000000001,306.97142857142865,199.53036437246965,230.57079152731328,188.24303405572758,151.8191304347826,10.421052631578947,224.81324605313824,192.17868338557997,121.61875,0.14285714285714285,69.7408906882591
672,675,2018.0,8.0,13577.0,672,32.142857142857146,84.41558441558443,270.0,16.483516483516482,27.272727272727273,31.46666666666667,75.0,36.3375,50.0,38.095238095238095,90.4761904761905,148.74024024024024,191.12324929971987,69.23333333333332,306.97142857142865,202.22672064777325,230.57079152731328,179.81424148606808,155.26956521739132,12.789473684210524,230.29649595687331,122.86833855799372,105.82410714285713,0.15306122448979592,67.62753036437246
673,676,2018.0,9.0,8964.0,673,27.964285714285715,75.12987012987014,256.5,14.175824175824175,24.272727272727273,19.733333333333334,59.25,36.3375,40.5,32.0,71.47619047619047,148.74024024024024,197.28851540616245,68.2,310.5828571428571,204.9230769230769,230.57079152731328,182.623839009288,153.54434782608695,12.789473684210524,224.81324605313824,100.81504702194357,94.76785714285714,0.1326530612244898,60.582995951417004
674,677,2018.0,10.0,6431.0,674,23.464285714285715,61.623376623376615,226.8,11.703296703296704,20.727272727272727,17.066666666666666,48.0,30.6,37.5,31.23809523809524,65.14285714285714,146.21921921921924,180.84780578898227,65.10000000000001,299.74857142857144,196.834008097166,221.58751393534004,165.76625386996903,151.8191304347826,13.26315789473684,222.07162110127067,97.66457680250784,93.18839285714287,0.09183673469387756,54.94736842105264
675,678,2018.0,11.0,5733.0,675,17.357142857142858,37.987012987012974,175.5,7.252747252747253,12.818181818181818,8.0,22.5,26.775,21.5,23.23809523809524,38.0,123.53003003003005,160.296918767507,62.0,256.4114285714286,177.9595141700405,197.6321070234113,154.52786377708978,144.91826086956522,11.842105263157894,216.5883711975356,94.51410658307208,85.29107142857143,0.07142857142857142,36.631578947368425
